Country,Rank,Score,Support,GDP,Health,Freedom,Generosity,Corruption,Year,target,target_n
Sri Lanka,120,4.44000005722046,1.25997638702393,1.00985014438629,0.625130832195282,0.561213254928589,0.49086356163024897,0.0736539661884308,2017,Low,1
Armenia,121,4.37599992752075,1.00748372077942,0.900596737861633,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,2017,Low,1
India,122,4.31500005722046,0.754372596740723,0.7922212481498722,0.455427616834641,0.469987004995346,0.23153848946094502,0.0922268852591515,2017,Low,1
Mauritania,123,4.29199981689453,1.2720308303833001,0.6484572887420649,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,2017,Low,1
Congo (Brazzaville),124,4.29099988937378,0.8320443630218509,0.8089642524719242,0.28995743393898,0.4350258708000179,0.12085212767124198,0.0796181336045265,2017,Low,1
Georgia,125,4.28599977493286,0.57061493396759,0.950612664222717,0.649546980857849,0.309410035610199,0.0540088154375553,0.25166663527488703,2017,Low,1
Congo (Kinshasa),126,4.2800002098083505,1.22902345657349,0.0921023488044739,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2017,Low,1
Mali,127,4.19000005722046,1.2814733982086202,0.476180493831635,0.16936567425727803,0.306613743305206,0.183354198932648,0.10497024655342098,2017,Low,1
Ivory Coast,128,4.17999982833862,0.904780030250549,0.6030489206314089,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,2017,Low,1
Cambodia,129,4.1680002212524405,1.00623834133148,0.6017650961875921,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,2017,Low,1
Sudan,130,4.138999938964839,1.21400856971741,0.6595166921615601,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,2017,Low,1
Ghana,131,4.11999988555908,0.873664736747742,0.667224824428558,0.29563772678375205,0.423026293516159,0.25692394375801103,0.0253363698720932,2017,Low,1
Ukraine,132,4.09600019454956,1.39453756809235,0.89465194940567,0.575903952121735,0.12297477573156401,0.270061463117599,0.0230294708162546,2017,Low,1
Uganda,133,4.08099985122681,1.12982773780823,0.381430715322495,0.21763260662555703,0.443185955286026,0.32576605677604703,0.057069718837738,2017,Low,1
Burkina Faso,134,4.03200006484985,1.04328000545502,0.35022771358490007,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611803,2017,Low,1
Niger,135,4.02799987792969,0.993025004863739,0.16192533075809498,0.26850500702858,0.36365869641304,0.22867384552955602,0.13857294619083402,2017,Low,1
Malawi,136,3.97000002861023,0.5125688314437871,0.233442038297653,0.315089583396912,0.466914653778076,0.28717046976089505,0.0727116540074348,2017,Low,1
Chad,137,3.9360001087188703,0.953855872154236,0.43801298737525896,0.0411347150802612,0.16234202682972002,0.21611385047435802,0.0535818822681904,2017,Low,1
Zimbabwe,138,3.875,1.08309590816498,0.37584653496742204,0.19676375389099102,0.336384207010269,0.189143493771553,0.0953753814101219,2017,Low,1
Lesotho,139,3.80800008773804,1.19009518623352,0.521021246910095,0.0,0.390661299228668,0.157497271895409,0.119094640016556,2017,Low,1
Angola,140,3.79500007629395,1.1044119596481299,0.8584281802177429,0.0498686656355858,0.0,0.09792649000883098,0.0697203353047371,2017,Low,1
Afghanistan,141,3.7939999103546103,0.581543326377869,0.401477217674255,0.18074677884578697,0.106179520487785,0.311870932579041,0.0611578300595284,2017,Low,1
Botswana,142,3.7660000324249303,1.2215549945831299,1.12209415435791,0.34175550937652605,0.505196332931519,0.0993484482169151,0.0985831990838051,2017,Low,1
Benin,143,3.65700006484985,0.43529984354972795,0.43108540773391707,0.20993021130561804,0.42596277594566295,0.207948461174965,0.0609290152788162,2017,Low,1
Madagascar,144,3.64400005340576,0.9130203723907471,0.305808693170547,0.375223308801651,0.18919676542282102,0.208732530474663,0.0672319754958153,2017,Low,1
Haiti,145,3.6029999256133998,0.640449821949005,0.368610262870789,0.277321130037308,0.0303698573261499,0.48920378088951094,0.0998721495270729,2017,Low,1
Yemen,146,3.59299993515015,0.93538224697113,0.5916834473609921,0.310080915689468,0.24946372210979503,0.104125209152699,0.0567674227058887,2017,Low,1
South Sudan,147,3.5910000801086404,0.601323127746582,0.39724862575531,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,2017,Low,1
Liberia,148,3.5329999923706095,0.8721179366111759,0.11904179304838199,0.229918196797371,0.33288118243217496,0.26654988527298,0.0389482490718365,2017,Low,1
Guinea,149,3.50699996948242,0.7912446856498722,0.24454993009567302,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,2017,Low,1
Togo,150,3.4949998855590803,0.4318825304508211,0.30544471740722695,0.247105568647385,0.38042613863945,0.19689615070819896,0.0956650152802467,2017,Low,1
Rwanda,151,3.47099995613098,0.945707023143768,0.368745893239975,0.326424807310104,0.5818438529968261,0.25275602936744695,0.455220013856888,2017,Low,1
Syria,152,3.46199989318848,0.396102607250214,0.777153134346008,0.5005333423614501,0.0815394446253777,0.49366372823715204,0.15134713053703303,2017,Low,1
Tanzania,153,3.34899997711182,1.04198980331421,0.511135876178741,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,2017,Low,1
Burundi,154,2.90499997138977,0.629793584346771,0.09162256866693501,0.151610791683197,0.0599007532000542,0.20443518459796897,0.0841479450464249,2017,Low,1
Central African Republic,155,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2017,Low,1
Finland,1,7.632000000000001,1.5919999999999999,1.305,0.8740000000000001,0.6809999999999999,0.20199999999999999,0.39299999999999996,2018,Top,4
Norway,2,7.593999999999999,1.5819999999999999,1.456,0.861,0.6859999999999999,0.28600000000000003,0.34,2018,Top,4
Denmark,3,7.555,1.59,1.351,0.868,0.6829999999999999,0.284,0.408,2018,Top,4
Iceland,4,7.495,1.6440000000000001,1.3430000000000002,0.914,0.677,0.353,0.138,2018,Top,4
Switzerland,5,7.487,1.5490000000000002,1.42,0.927,0.66,0.256,0.35700000000000004,2018,Top,4
Netherlands,6,7.441,1.4880000000000002,1.361,0.878,0.638,0.33299999999999996,0.295,2018,Top,4
Canada,7,7.327999999999999,1.5319999999999998,1.33,0.8959999999999999,0.653,0.321,0.29100000000000004,2018,Top,4
New Zealand,8,7.324,1.601,1.268,0.8759999999999999,0.669,0.365,0.389,2018,Top,4
Sweden,9,7.314,1.501,1.355,0.9129999999999999,0.659,0.285,0.38299999999999995,2018,Top,4
Australia,10,7.272,1.5730000000000002,1.34,0.91,0.647,0.361,0.302,2018,Top,4
United Kingdom,11,7.19,1.433,1.244,0.888,0.46399999999999997,0.262,0.08199999999999999,2018,Top,4
Austria,12,7.138999999999999,1.504,1.341,0.8909999999999999,0.617,0.242,0.22399999999999998,2018,Top,4
Costa Rica,13,7.072,1.459,1.01,0.8170000000000001,0.632,0.14300000000000002,0.10099999999999999,2018,Top,4
Ireland,14,6.977,1.5830000000000002,1.4480000000000002,0.8759999999999999,0.614,0.307,0.306,2018,Top,4
Germany,15,6.965,1.474,1.34,0.861,0.586,0.273,0.28,2018,Top,4
Belgium,16,6.9270000000000005,1.483,1.324,0.894,0.583,0.188,0.24,2018,Top,4
Luxembourg,17,6.91,1.52,1.5759999999999998,0.8959999999999999,0.632,0.196,0.321,2018,Top,4
United States,18,6.886,1.4709999999999999,1.3980000000000001,0.8190000000000001,0.547,0.29100000000000004,0.133,2018,Top,4
Israel,19,6.814,1.5590000000000002,1.301,0.883,0.5329999999999999,0.354,0.272,2018,Top,4
United Arab Emirates,20,6.774,0.7759999999999999,2.096,0.67,0.284,0.18600000000000003,0.16553649705630166,2018,Top,4
Czech Republic,21,6.711,1.489,1.2329999999999999,0.8540000000000001,0.5429999999999999,0.064,0.034,2018,Top,4
Malta,22,6.627000000000001,1.525,1.27,0.884,0.645,0.376,0.142,2018,Top,4
France,23,6.489,1.466,1.2930000000000001,0.9079999999999999,0.52,0.098,0.17600000000000002,2018,Top,4
Mexico,24,6.4879999999999995,1.252,1.038,0.7609999999999999,0.479,0.069,0.095,2018,Top,4
Chile,25,6.476,1.331,1.131,0.8079999999999999,0.431,0.19699999999999998,0.061,2018,Top,4
Taiwan,26,6.441,1.436,1.365,0.857,0.418,0.151,0.078,2018,Top,4
Panama,27,6.43,1.4380000000000002,1.112,0.759,0.597,0.125,0.063,2018,Top,4
Brazil,28,6.419,1.474,0.986,0.675,0.493,0.11,0.08800000000000001,2018,Top,4
Argentina,29,6.388,1.4680000000000002,1.073,0.7440000000000001,0.57,0.062,0.054000000000000006,2018,Top,4
Guatemala,30,6.382000000000001,1.268,0.7809999999999999,0.608,0.604,0.179,0.071,2018,Top,4
Uruguay,31,6.379,1.459,1.093,0.7709999999999999,0.625,0.13,0.155,2018,Top,4
Qatar,32,6.374,1.3030000000000002,1.649,0.748,0.654,0.256,0.171,2018,Top,4
Saudi Arabia,33,6.371,1.331,1.379,0.633,0.509,0.098,0.127,2018,Top,4
Singapore,34,6.343,1.4509999999999998,1.5290000000000001,1.008,0.631,0.261,0.457,2018,Top,4
Malaysia,35,6.322,1.258,1.161,0.669,0.35600000000000004,0.311,0.059000000000000004,2018,Top,4
Spain,36,6.31,1.538,1.251,0.965,0.449,0.142,0.07400000000000001,2018,Top,4
Colombia,37,6.26,1.439,0.96,0.635,0.531,0.099,0.039,2018,Top,4
Trinidad & Tobago,38,6.192,1.492,1.2229999999999999,0.564,0.575,0.171,0.019,2018,Top,4
Slovakia,39,6.172999999999999,1.537,1.21,0.7759999999999999,0.354,0.11800000000000001,0.013999999999999999,2018,Top,4
El Salvador,40,6.167000000000001,1.2309999999999999,0.8059999999999999,0.639,0.461,0.065,0.08199999999999999,2018,Top-Mid,3
Nicaragua,41,6.141,1.319,0.6679999999999999,0.7,0.527,0.20800000000000002,0.128,2018,Top-Mid,3
Poland,42,6.122999999999999,1.4480000000000002,1.176,0.7809999999999999,0.546,0.10800000000000001,0.064,2018,Top-Mid,3
Bahrain,43,6.105,1.3659999999999999,1.338,0.698,0.594,0.243,0.12300000000000001,2018,Top-Mid,3
Uzbekistan,44,6.096,1.584,0.7190000000000001,0.605,0.7240000000000001,0.32799999999999996,0.259,2018,Top-Mid,3
Kuwait,45,6.082999999999999,1.301,1.474,0.675,0.5539999999999999,0.16699999999999998,0.106,2018,Top-Mid,3
Thailand,46,6.072,1.4169999999999998,1.016,0.7070000000000001,0.637,0.364,0.028999999999999998,2018,Top-Mid,3
Italy,47,6.0,1.501,1.264,0.946,0.281,0.13699999999999998,0.027999999999999997,2018,Top-Mid,3
Ecuador,48,5.973,1.33,0.889,0.736,0.556,0.114,0.12,2018,Top-Mid,3
Belize,49,5.956,1.101,0.807,0.474,0.593,0.183,0.08900000000000001,2018,Top-Mid,3
Lithuania,50,5.952000000000001,1.527,1.197,0.716,0.35,0.026000000000000002,0.006,2018,Top-Mid,3
Slovenia,51,5.9479999999999995,1.506,1.219,0.856,0.633,0.16,0.051,2018,Top-Mid,3
Romania,52,5.945,1.219,1.1159999999999999,0.726,0.528,0.08800000000000001,0.001,2018,Top-Mid,3
Latvia,53,5.933,1.454,1.148,0.6709999999999999,0.363,0.092,0.066,2018,Top-Mid,3
Japan,54,5.915,1.462,1.294,0.988,0.5529999999999999,0.079,0.15,2018,Top-Mid,3
Mauritius,55,5.891,1.3869999999999998,1.09,0.684,0.584,0.245,0.05,2018,Top-Mid,3
Jamaica,56,5.89,1.493,0.8190000000000001,0.693,0.575,0.096,0.031,2018,Top-Mid,3
South Korea,57,5.875,1.204,1.266,0.955,0.244,0.175,0.051,2018,Top-Mid,3
Northern Cyprus,58,5.835,1.2109999999999999,1.229,0.909,0.495,0.179,0.154,2018,Top-Mid,3
Russia,59,5.81,1.479,1.151,0.599,0.39899999999999997,0.065,0.025,2018,Top-Mid,3
Kazakhstan,60,5.79,1.516,1.143,0.631,0.45399999999999996,0.14800000000000002,0.121,2018,Top-Mid,3
Cyprus,61,5.7620000000000005,1.1909999999999998,1.229,0.909,0.423,0.20199999999999999,0.035,2018,Top-Mid,3
Bolivia,62,5.752000000000001,1.2229999999999999,0.7509999999999999,0.508,0.606,0.141,0.054000000000000006,2018,Top-Mid,3
Estonia,63,5.739,1.5319999999999998,1.2,0.737,0.5529999999999999,0.086,0.174,2018,Top-Mid,3
Paraguay,64,5.681,1.5219999999999998,0.835,0.615,0.541,0.162,0.07400000000000001,2018,Top-Mid,3
Peru,65,5.662999999999999,1.249,0.934,0.674,0.53,0.092,0.034,2018,Top-Mid,3
Kosovo,66,5.662000000000001,1.23,0.855,0.578,0.44799999999999995,0.27399999999999997,0.023,2018,Top-Mid,3
Moldova,67,5.64,1.301,0.657,0.62,0.23199999999999998,0.171,0.0,2018,Top-Mid,3
Turkmenistan,68,5.636,1.5330000000000001,1.016,0.517,0.41700000000000004,0.19899999999999998,0.037000000000000005,2018,Top-Mid,3
Hungary,69,5.62,1.401,1.171,0.732,0.259,0.061,0.022000000000000002,2018,Top-Mid,3
Libya,70,5.566,1.35,0.985,0.5529999999999999,0.496,0.11599999999999999,0.14800000000000002,2018,Top-Mid,3
Philippines,71,5.524,1.3119999999999998,0.775,0.513,0.643,0.12,0.105,2018,Top-Mid,3
Honduras,72,5.504,1.205,0.62,0.622,0.45899999999999996,0.19699999999999998,0.07400000000000001,2018,Top-Mid,3
Belarus,73,5.483,1.4980000000000002,1.0390000000000001,0.7,0.307,0.10099999999999999,0.154,2018,Top-Mid,3
Turkey,74,5.483,1.38,1.148,0.6859999999999999,0.324,0.106,0.109,2018,Top-Mid,3
Pakistan,75,5.472,0.81,0.652,0.424,0.33399999999999996,0.21600000000000003,0.113,2018,Top-Mid,3
Hong Kong,76,5.43,1.29,1.405,1.03,0.524,0.24600000000000002,0.29100000000000004,2018,Top-Mid,3
Portugal,77,5.41,1.429,1.188,0.884,0.562,0.055,0.017,2018,Top-Mid,3
Serbia,78,5.398,1.369,0.975,0.685,0.28800000000000003,0.134,0.043,2018,Top-Mid,3
Greece,79,5.358,1.202,1.1540000000000001,0.879,0.131,0.0,0.044000000000000004,2018,Low-Mid,2
Lebanon,80,5.358,1.179,0.965,0.785,0.503,0.214,0.136,2018,Low-Mid,2
Montenegro,81,5.347,1.2790000000000001,1.0170000000000001,0.7290000000000001,0.259,0.111,0.081,2018,Low-Mid,2
Croatia,82,5.321000000000001,1.161,1.115,0.737,0.38,0.12,0.039,2018,Low-Mid,2
Dominican Republic,83,5.3020000000000005,1.4409999999999998,0.982,0.614,0.578,0.12,0.106,2018,Low-Mid,2
Algeria,84,5.295,1.1540000000000001,0.9790000000000001,0.687,0.077,0.055,0.135,2018,Low-Mid,2
Morocco,85,5.254,0.797,0.779,0.669,0.46,0.026000000000000002,0.07400000000000001,2018,Low-Mid,2
China,86,5.246,1.1420000000000001,0.9890000000000001,0.799,0.597,0.028999999999999998,0.10300000000000001,2018,Low-Mid,2
Azerbaijan,87,5.2010000000000005,1.161,1.024,0.603,0.43,0.031,0.17600000000000002,2018,Low-Mid,2
Tajikistan,88,5.199,1.166,0.474,0.598,0.292,0.187,0.034,2018,Low-Mid,2
Macedonia,89,5.185,1.239,0.9590000000000001,0.691,0.39399999999999996,0.17300000000000001,0.052000000000000005,2018,Low-Mid,2
Jordan,90,5.1610000000000005,1.265,0.8220000000000001,0.645,0.46799999999999997,0.13,0.134,2018,Low-Mid,2
Nigeria,91,5.155,1.172,0.6890000000000001,0.048,0.462,0.201,0.032,2018,Low-Mid,2
Kyrgyzstan,92,5.131,1.416,0.53,0.594,0.54,0.281,0.035,2018,Low-Mid,2
Bosnia and Herzegovina,93,5.129,1.078,0.915,0.758,0.28,0.21600000000000003,0.0,2018,Low-Mid,2
Mongolia,94,5.125,1.517,0.914,0.575,0.395,0.253,0.032,2018,Low-Mid,2
Vietnam,95,5.103,1.365,0.715,0.7020000000000001,0.618,0.177,0.079,2018,Low-Mid,2
Indonesia,96,5.093,1.215,0.899,0.522,0.5379999999999999,0.484,0.018000000000000002,2018,Low-Mid,2
Bhutan,97,5.082,1.335,0.7959999999999999,0.527,0.541,0.364,0.171,2018,Low-Mid,2
Somalia,98,4.982,0.7120000000000001,0.0,0.115,0.674,0.23800000000000002,0.282,2018,Low-Mid,2
Cameroon,99,4.975,0.8909999999999999,0.535,0.182,0.45399999999999996,0.183,0.043,2018,Low-Mid,2
Bulgaria,100,4.933,1.515,1.054,0.7120000000000001,0.359,0.064,0.009000000000000001,2018,Low-Mid,2
Nepal,101,4.88,1.228,0.425,0.539,0.526,0.302,0.078,2018,Low-Mid,2
Venezuela,102,4.806,1.469,0.996,0.657,0.133,0.055999999999999994,0.052000000000000005,2018,Low-Mid,2
Gabon,103,4.758,1.1640000000000001,1.036,0.40399999999999997,0.35600000000000004,0.032,0.052000000000000005,2018,Low-Mid,2
Palestinian Territories,104,4.743,1.217,0.642,0.602,0.266,0.086,0.076,2018,Low-Mid,2
South Africa,105,4.724,1.41,0.94,0.33,0.516,0.10300000000000001,0.055999999999999994,2018,Low-Mid,2
Iran,106,4.707,0.7709999999999999,1.0590000000000002,0.691,0.45899999999999996,0.282,0.129,2018,Low-Mid,2
Ivory Coast,107,4.671,0.872,0.541,0.08,0.467,0.146,0.10300000000000001,2018,Low-Mid,2
Ghana,108,4.657,0.8959999999999999,0.5920000000000001,0.337,0.499,0.212,0.028999999999999998,2018,Low-Mid,2
Senegal,109,4.631,1.117,0.429,0.433,0.406,0.138,0.08199999999999999,2018,Low-Mid,2
Laos,110,4.623,1.034,0.72,0.441,0.626,0.23,0.174,2018,Low-Mid,2
Tunisia,111,4.592,0.9059999999999999,0.9,0.69,0.271,0.04,0.063,2018,Low-Mid,2
Albania,112,4.586,0.8170000000000001,0.9159999999999999,0.79,0.419,0.149,0.032,2018,Low-Mid,2
Sierra Leone,113,4.571000000000001,0.813,0.256,0.0,0.355,0.23800000000000002,0.053,2018,Low-Mid,2
Congo (Brazzaville),114,4.559,0.8109999999999999,0.682,0.34299999999999997,0.514,0.091,0.077,2018,Low-Mid,2
Bangladesh,115,4.5,0.85,0.532,0.579,0.58,0.153,0.14400000000000002,2018,Low-Mid,2
Sri Lanka,116,4.471,1.314,0.9179999999999999,0.672,0.585,0.307,0.05,2018,Low-Mid,2
Iraq,117,4.456,0.971,1.01,0.536,0.304,0.14800000000000002,0.095,2018,Low-Mid,2
Mali,118,4.447,1.2329999999999999,0.37,0.152,0.36700000000000005,0.139,0.055999999999999994,2018,Low,1
Namibia,119,4.441,1.281,0.8740000000000001,0.365,0.519,0.051,0.064,2018,Low,1
Cambodia,120,4.433,1.088,0.5489999999999999,0.457,0.696,0.256,0.065,2018,Low,1
Burkina Faso,121,4.4239999999999995,1.097,0.314,0.254,0.312,0.175,0.128,2018,Low,1
Egypt,122,4.419,1.025,0.885,0.5529999999999999,0.312,0.092,0.107,2018,Low,1
Mozambique,123,4.417,0.902,0.198,0.17300000000000001,0.531,0.20600000000000002,0.158,2018,Low,1
Kenya,124,4.41,1.048,0.493,0.45399999999999996,0.504,0.35200000000000004,0.055,2018,Low,1
Zambia,125,4.377,1.047,0.562,0.295,0.503,0.221,0.08199999999999999,2018,Low,1
Mauritania,126,4.356,1.245,0.557,0.292,0.129,0.134,0.09300000000000001,2018,Low,1
Ethiopia,127,4.35,0.95,0.308,0.391,0.452,0.22,0.146,2018,Low,1
Georgia,128,4.34,0.5920000000000001,0.853,0.643,0.375,0.038,0.215,2018,Low,1
Armenia,129,4.321000000000001,0.99,0.816,0.6659999999999999,0.26,0.077,0.027999999999999997,2018,Low,1
Myanmar,130,4.308,1.1740000000000002,0.682,0.429,0.58,0.598,0.17800000000000002,2018,Low,1
Chad,131,4.301,0.907,0.358,0.053,0.18899999999999997,0.18100000000000002,0.06,2018,Low,1
Congo (Kinshasa),132,4.245,1.136,0.069,0.204,0.312,0.19699999999999998,0.052000000000000005,2018,Low,1
India,133,4.19,0.747,0.721,0.485,0.539,0.172,0.09300000000000001,2018,Low,1
Niger,134,4.166,0.867,0.131,0.221,0.39,0.175,0.099,2018,Low,1
Uganda,135,4.1610000000000005,1.09,0.322,0.237,0.45,0.259,0.061,2018,Low,1
Benin,136,4.141,0.37200000000000005,0.37799999999999995,0.24,0.44,0.163,0.067,2018,Low,1
Sudan,137,4.138999999999999,1.24,0.605,0.312,0.016,0.134,0.08199999999999999,2018,Low,1
Ukraine,138,4.103,1.413,0.7929999999999999,0.609,0.163,0.187,0.011000000000000001,2018,Low,1
Togo,139,3.9989999999999997,0.474,0.259,0.253,0.434,0.158,0.10099999999999999,2018,Low,1
Guinea,140,3.964,0.792,0.344,0.21100000000000002,0.39399999999999996,0.185,0.094,2018,Low,1
Lesotho,141,3.8080000000000003,1.215,0.47200000000000003,0.079,0.423,0.11599999999999999,0.11199999999999999,2018,Low,1
Angola,142,3.795,1.125,0.73,0.26899999999999996,0.0,0.079,0.061,2018,Low,1
Madagascar,143,3.7739999999999996,0.9079999999999999,0.262,0.402,0.221,0.155,0.049,2018,Low,1
Zimbabwe,144,3.6919999999999997,1.094,0.35700000000000004,0.248,0.406,0.132,0.099,2018,Low,1
Afghanistan,145,3.6319999999999997,0.537,0.332,0.255,0.085,0.191,0.036000000000000004,2018,Low,1
Botswana,146,3.59,1.1740000000000002,1.0170000000000001,0.41700000000000004,0.557,0.042,0.092,2018,Low,1
Malawi,147,3.5869999999999997,0.541,0.18600000000000003,0.306,0.531,0.21,0.08,2018,Low,1
Haiti,148,3.582,0.7140000000000001,0.315,0.289,0.025,0.392,0.10400000000000001,2018,Low,1
Liberia,149,3.495,0.858,0.076,0.267,0.419,0.20600000000000002,0.03,2018,Low,1
Syria,150,3.4619999999999997,0.382,0.6890000000000001,0.539,0.08800000000000001,0.376,0.14400000000000002,2018,Low,1
Rwanda,151,3.408,0.8959999999999999,0.332,0.4,0.636,0.2,0.444,2018,Low,1
Yemen,152,3.355,1.073,0.442,0.34299999999999997,0.244,0.083,0.064,2018,Low,1
Tanzania,153,3.303,0.991,0.455,0.381,0.48100000000000004,0.27,0.09699999999999999,2018,Low,1
South Sudan,154,3.2539999999999996,0.608,0.337,0.177,0.11199999999999999,0.22399999999999998,0.106,2018,Low,1
Central African Republic,155,3.083,0.0,0.024,0.01,0.305,0.218,0.038,2018,Low,1
Burundi,156,2.905,0.627,0.091,0.145,0.065,0.149,0.076,2018,Low,1
Finland,1,7.769,1.587,1.34,0.986,0.596,0.153,0.39299999999999996,2019,Top,4
Denmark,2,7.6,1.5730000000000002,1.383,0.996,0.5920000000000001,0.252,0.41,2019,Top,4
Norway,3,7.553999999999999,1.5819999999999999,1.4880000000000002,1.028,0.603,0.271,0.341,2019,Top,4
Iceland,4,7.494,1.624,1.38,1.026,0.591,0.354,0.11800000000000001,2019,Top,4
Netherlands,5,7.4879999999999995,1.5219999999999998,1.396,0.9990000000000001,0.557,0.322,0.298,2019,Top,4
Switzerland,6,7.48,1.526,1.452,1.052,0.5720000000000001,0.263,0.34299999999999997,2019,Top,4
Sweden,7,7.343,1.4869999999999999,1.3869999999999998,1.0090000000000001,0.574,0.267,0.373,2019,Top,4
New Zealand,8,7.307,1.557,1.3030000000000002,1.026,0.585,0.33,0.38,2019,Top,4
Canada,9,7.278,1.505,1.365,1.0390000000000001,0.584,0.285,0.308,2019,Top,4
Austria,10,7.246,1.475,1.376,1.016,0.532,0.244,0.226,2019,Top,4
Australia,11,7.228,1.548,1.3719999999999999,1.036,0.557,0.332,0.29,2019,Top,4
Costa Rica,12,7.167000000000001,1.4409999999999998,1.034,0.963,0.5579999999999999,0.14400000000000002,0.09300000000000001,2019,Top,4
Israel,13,7.138999999999999,1.455,1.276,1.0290000000000001,0.371,0.261,0.08199999999999999,2019,Top,4
Luxembourg,14,7.09,1.479,1.609,1.012,0.526,0.19399999999999998,0.316,2019,Top,4
United Kingdom,15,7.053999999999999,1.538,1.3330000000000002,0.996,0.45,0.348,0.278,2019,Top,4
Ireland,16,7.021,1.5530000000000002,1.499,0.9990000000000001,0.516,0.298,0.31,2019,Top,4
Germany,17,6.985,1.454,1.3730000000000002,0.987,0.495,0.261,0.265,2019,Top,4
Belgium,18,6.922999999999999,1.504,1.3559999999999999,0.986,0.473,0.16,0.21,2019,Top,4
United States,19,6.892,1.4569999999999999,1.433,0.8740000000000001,0.45399999999999996,0.28,0.128,2019,Top,4
Czech Republic,20,6.852,1.4869999999999999,1.2690000000000001,0.92,0.457,0.046,0.036000000000000004,2019,Top,4
United Arab Emirates,21,6.825,1.31,1.5030000000000001,0.825,0.598,0.262,0.182,2019,Top,4
Malta,22,6.726,1.52,1.3,0.9990000000000001,0.564,0.375,0.151,2019,Top,4
Mexico,23,6.595,1.3230000000000002,1.07,0.861,0.433,0.07400000000000001,0.073,2019,Top,4
France,24,6.5920000000000005,1.472,1.324,1.045,0.436,0.111,0.183,2019,Top,4
Taiwan,25,6.446000000000001,1.43,1.368,0.914,0.35100000000000003,0.242,0.09699999999999999,2019,Top,4
Chile,26,6.444,1.369,1.159,0.92,0.35700000000000004,0.187,0.055999999999999994,2019,Top,4
Guatemala,27,6.436,1.2690000000000001,0.8,0.746,0.535,0.175,0.078,2019,Top,4
Saudi Arabia,28,6.375,1.357,1.403,0.795,0.439,0.08,0.132,2019,Top,4
Qatar,29,6.374,1.3130000000000002,1.6840000000000002,0.871,0.555,0.22,0.16699999999999998,2019,Top,4
Spain,30,6.354,1.484,1.286,1.062,0.36200000000000004,0.153,0.079,2019,Top,4
Panama,31,6.321000000000001,1.442,1.149,0.91,0.516,0.109,0.054000000000000006,2019,Top,4
Brazil,32,6.3,1.439,1.004,0.802,0.39,0.099,0.086,2019,Top,4
Uruguay,33,6.292999999999999,1.465,1.124,0.8909999999999999,0.523,0.127,0.15,2019,Top,4
Singapore,34,6.2620000000000005,1.463,1.5719999999999998,1.141,0.556,0.271,0.45299999999999996,2019,Top,4
El Salvador,35,6.252999999999999,1.242,0.794,0.789,0.43,0.09300000000000001,0.07400000000000001,2019,Top,4
Italy,36,6.223,1.4880000000000002,1.294,1.0390000000000001,0.231,0.158,0.03,2019,Top,4
Bahrain,37,6.199,1.368,1.3619999999999999,0.871,0.536,0.255,0.11,2019,Top,4
Slovakia,38,6.1979999999999995,1.504,1.246,0.8809999999999999,0.33399999999999996,0.121,0.013999999999999999,2019,Top,4
Trinidad & Tobago,39,6.192,1.4769999999999999,1.2309999999999999,0.713,0.489,0.185,0.016,2019,Top,4
Poland,40,6.182,1.4380000000000002,1.206,0.884,0.483,0.11699999999999999,0.05,2019,Top-Mid,3
Uzbekistan,41,6.1739999999999995,1.5290000000000001,0.745,0.7559999999999999,0.631,0.322,0.24,2019,Top-Mid,3
Lithuania,42,6.149,1.515,1.238,0.818,0.29100000000000004,0.043,0.042,2019,Top-Mid,3
Colombia,43,6.125,1.41,0.985,0.841,0.47,0.099,0.034,2019,Top-Mid,3
Slovenia,44,6.117999999999999,1.5230000000000001,1.258,0.953,0.564,0.14400000000000002,0.057,2019,Top-Mid,3
Nicaragua,45,6.105,1.325,0.6940000000000001,0.835,0.435,0.2,0.127,2019,Top-Mid,3
Kosovo,46,6.1,1.232,0.882,0.758,0.489,0.262,0.006,2019,Top-Mid,3
Argentina,47,6.086,1.432,1.092,0.8809999999999999,0.47100000000000003,0.066,0.05,2019,Top-Mid,3
Romania,48,6.07,1.232,1.162,0.825,0.462,0.083,0.005,2019,Top-Mid,3
Cyprus,49,6.046,1.2229999999999999,1.263,1.042,0.406,0.19,0.040999999999999995,2019,Top-Mid,3
Ecuador,50,6.028,1.3119999999999998,0.912,0.868,0.498,0.126,0.087,2019,Top-Mid,3
Kuwait,51,6.021,1.319,1.5,0.8079999999999999,0.493,0.142,0.09699999999999999,2019,Top-Mid,3
Thailand,52,6.007999999999999,1.409,1.05,0.828,0.557,0.359,0.027999999999999997,2019,Top-Mid,3
